37,24783805,12699534,12084271,28131,19676,8455,1.14 ,1.55 ,0.70 
38,24887658,12774815,12112843,30003,20932,9071,1.21 ,1.64 ,0.75 
39,26188575,13400432,12788143,35125,24629,10496,1.34 ,1.84 ,0.82 
40,26027672,13285573,12742099,39300,27046,12254,1.51 ,2.04 ,0.96 
41,27382407,13965715,13416692,42524,29347,13177,1.55 ,2.10 ,0.98 
42,23297170,11850777,11446393,42431,29240,13191,1.82 ,2.47 ,1.15 
43,22283239,11337621,10945618,42068,29121,12947,1.89 ,2.57 ,1.18 
44,24226570,12388673,11837897,50030,34357,15673,2.07 ,2.77 ,1.32 
45,23616516,12045142,11571374,54649,37390,17259,2.31 ,3.10 ,1.49 
46,25271155,12889818,12381337,59633,40973,18660,2.36 ,3.18 ,1.51 
47,25305041,12986112,12318929,64187,43964,20223,2.54 ,3.39 ,1.64 
48,14120371,7136765,6983606,43939,29892,14047,3.11 ,4.19 ,2.01 
49,12227376,6166304,6061072,40123,27227,12896,3.28 ,4.42 ,2.13 
50,13600693,7006730,6593963,49492,33605,15887,3.64 ,4.80 ,2.41 
51,14803988,7634565,7169423,55588,37527,18061,3.75 ,4.92 ,2.52 
52,18170393,9371332,8799061,72292,49052,23240,3.98 ,5.23 ,2.64 
53,17422967,8882035,8540932,76879,51532,25347,4.41 ,5.80 ,2.97 
54,16683767,8473516,8210251,83146,55172,27974,4.98 ,6.51 ,3.41 
55,18160816,9248257,8912559,94053,62481,31572,5.18 ,6.76 ,3.54 
56,17040886,8616858,8424028,96048,63398,32650,5.64 ,7.36 ,3.88 
57,16510683,8337336,8173347,100623,66046,34577,6.09 ,7.92 ,4.23 
58,14674476,7371611,7302865,99894,65347,34547,6.81 ,8.86 ,4.73 
59,13529545,6827056,6702489,103721,67545,36176,7.67 ,9.89 ,5.40 
60,13888935,7138025,6750910,118638,77562,41076,8.54 ,10.87 ,6.08 
61,11808505,6010768,5797737,110728,71860,38868,9.38 ,11.96 ,6.70 
62,11016175,5615632,5400543,114366,73579,40787,10.38 ,13.10 ,7.55 
63,10486795,5328325,5158470,116624,74539,42085,11.12 ,13.99 ,8.16 
64,9668931,4867540,4801391,125804,79529,46275,13.01 ,16.34 ,9.64 
65,8781680,4448708,4332972,124800,78547,46253,14.21 ,17.66 ,10.67 
66,8321625,4220899,4100726,122638,77255,45383,14.74 ,18.30 ,11.07 
67,7981494,4045659,3935835,137516,86094,51422,17.23 ,21.28 ,13.07 
68,7820624,3943228,3877396,145807,90754,55053,18.64 ,23.02 ,14.20 
69,7524899,3805998,3718901,164901,102357,62544,21.91 ,26.89 ,16.82 
70,6868753,3444000,3424753,175623,107716,67907,25.57 ,31.28 ,19.83 
71,6793591,3402618,3390973,181582,109876,71706,26.73 ,32.29 ,21.15 
72,6691982,3350985,3340997,207060,124995,82065,30.94 ,37.30 ,24.56 
73,6266175,3089920,3176255,210487,125045,85442,33.59 ,40.47 ,26.90 
74,6006198,2905751,3100447,224901,131762,93139,37.44 ,45.35 ,30.04 
75,5487080,2619374,2867706,227775,132263,95512,41.51 ,50.49 ,33.31 
76,5347885,2562424,2785461,225631,129498,96133,42.19 ,50.54 ,34.51 
77,4643497,2192017,2451480,236672,133744,102928,50.97 ,61.01 ,41.99 
78,4104693,1925945,2178748,230686,128903,101783,56.20 ,66.93 ,46.72 
79,3894474,1813368,2081106,241930,132732,109198,62.12 ,73.20 ,52.47 
80,3312949,1510116,1802833,246089,131789,114300,74.28 ,87.27 ,63.40 
81,2902812,1292998,1609814,226148,117884,108264,77.91 ,91.17 ,67.25 
82,2628219,1154224,1473995,225524,115076,110448,85.81 ,99.70 ,74.93 
83,2107724,908124,1199600,197111,98400,98711,93.52 ,108.36 ,82.29 
84,1802858,752487,1050371,186832,90555,96277,103.63 ,120.34 ,91.66 
85,1562985,634183,928802,173491,81929,91562,111.00 ,129.19 ,98.58 
86,1301760,509416,792344,154752,70580,84172,118.88 ,138.55 ,106.23 
87,1004946,386720,618226,130709,57799,72910,130.07 ,149.46 ,117.93 
88,830311,313070,517241,119712,51324,68388,144.18 ,163.94 ,132.22 
89,687166,249528,437638,107798,45046,62752,156.87 ,180.52 ,143.39 
90,495871,174360,321511,87529,35266,52263,176.52 ,202.26 ,162.55 
91,354160,119508,234652,65603,24686,40917,185.24 ,206.56 ,174.37 
92,265500,86885,178615,53659,19450,34209,202.11 ,223.86 ,191.52 
93,198144,63382,134762,41085,14115,26970,207.35 ,222.70 ,200.13 
94,151709,47457,104252,31693,10531,21162,208.91 ,221.91 ,202.99 
95,113832,35849,77983,25044,8079,16965,220.01 ,225.36 ,217.55 
96,85446,26996,58450,18883,5966,12917,220.99 ,221.00 ,220.99 
97,67023,21984,45039,13729,4127,9602,204.84 ,187.73 ,213.19 
98,50402,16631,33771,9986,2984,7002,198.13 ,179.42 ,207.34 
99,27506,8373,19133,7087,2136,4951,257.65 ,255.11 ,258.77 
100,36283,9208,27075,16485,4671,11814,454.35 ,507.28 ,436.34 
